"Incident ID",Year,Month,Day,"Country Code",Country,Region,District,City,UN,INGO,ICRC,"NRCS and IFRC",NNGO,Other,"Nationals killed","Nationals wounded","Nationals kidnapped","Total nationals","Internationals killed","Internationals wounded","Internationals kidnapped","Total internationals","Total killed","Total wounded","Total kidnapped","Total affected","Gender Male","Gender Female","Gender Unknown","Means of attack","Attack context",Location,Latitude,Longitude,Motive,"Actor type","Actor name",Details,Verified,Source
#event+id,#date+year,#date+month,#date+day,#country+code,#country+name+i_en,#adm1+name+i_en,#adm2+name+i_en,#adm3+name+i_en,#affected+UN,#affected+INGO,#affected+ICRC,#affected+IFRC,#affected+NGO,#affected+other,#affected+killed+national,#affected+injured+national,#affected+kidnapped+national,#affected+total+national,#affected+killed+international,#affected+injured+international,#affected+kidnapped+international,#affected+total+international,#affected+total+killed,#affected+total+injured,#affected+total+kidnapped,#affected+total,#affected+total+m,#affected+total+f,#affected+total+i,#event+means+i_en,#event+type+i_en,#loc+type+i_en,#geo+lat,#geo+lon,#x_event_motive,#group+type+i_en,#group+name+i_en,#description+i_en,,
3010,2019,12,29,YE,Yemen,Sana'a,"Bani Al Hadith","Amanat Al Asimah",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Bodily assault","Individual attack","Project site",15.348333,44.206389,Economic,Unaffiliated,"Not applicable","One ICRC male national staff member was assaulted and injured by a group of daily labourers looking for work in Sanaa.",Yes,"Focal Point"
2823,2019,12,30,SY,"Syrian Arab Republic",Idlib,"Maarrat Al-Numan","Maarrat Al-Numan",0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,"Aerial bombardment",Combat/Crossfire,"Public location",35.638611,36.671667,Political,"Foreign or coalition forces","Russian Syrian Military Coalition","One male national NGO volunteer was reportedly killed in Maarat al-Numan after regime coalition helicopters dropped barrel bombs on an area the NGO was helping to evacuate.
",Yes,Media
2862,2019,12,30,SD,Sudan,"West Darfur","Ag Geneina","Ag Geneina",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Combat/Crossfire,"Public location",13.447898,22.4649083,Incidental,"Non-state armed group: Unknown","Not applicable","One male INGO national staff member on leave at the time, was shot in the leg during tribal clash crossfire in Ag Geneina, West Darfur. The staff member was taken to a military hospital nearby for treatment, but was evacuated to Khartoum by the government where his leg was amputated.
",Yes,"Focal Point"
2901,2019,12,31,SY,"Syrian Arab Republic",Al-Hasakah,Al-Hasakah,Al-Hasakah,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Raid,Office/compound,36.507867,40.7462671,Political,"Host state","Syrian Armed Forces","One male national INGO staff member was shot and wounded when Syrian Armed Forces soldiers raided the INGO office in Al-Hasakah.",Yes,"Focal Point"
2813,2019,12,31,SS,"South Sudan",Unity,Mayom,Mankien,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Unknown,"Individual attack",Home,9.052387,29.095359,Unknown,Unknown,Unknown,"One male INGO national staff member was reportedly killed at approximately 2050h in his home in Mankien, Mayom county. Further information is unavailable at this time.",Yes,"Official Report"
2831,2020,1,2,KG,Kyrgyzstan,Bishkek,Bishkek,Bishkek,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,"Bodily assault","Individual attack",Road,42.874622,74.569763,Incidental,Unaffiliated,"Not applicable","One female national UN humanitarian agency staff member was reportedly injured when a intoxicated individual struck the staff members head near My Shisha Bar &amp; Cafe at the intersection of Kievskaia and Togolok Moldo streets. Authorities promptly reached the incident site and escorted the staff member to the hospital where she was reported in stable condition. The attacker was arrested and charged by police.
",Yes,"Official Report "
2837,2020,1,3,BD,Bangladesh,Dhaka,Faridpur,"Modhukhali Upazila",0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,"Bodily assault",Unknown,Unknown,23.541667,89.63,Unknown,Unknown,Unknown,"The body of a female NGO director was found in a sugarcane field in Modhukhali Upazila, Faridpur District. Reports indicate she had severe injuries to her head and body. There is no further information about the attack available at this time, police investigations are ongoing.
",Yes,Media
3254,2020,1,6,LY,"Libyan Arab Jamahiriya",West,Tripoli,Tripoli,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Bodily assault","Individual attack",Office/compound,32.887222,13.191389,Unknown,Unaffiliated,Civilians,"One national male INGO staff member was assaulted and injured by another civilian in Tripoli.
",Yes,"Focal Point"
3162,2020,1,8,CD,"DR Congo","South Kivu",Bukavu,Bukavu,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Bodily assault","Individual attack","Public location",-2.5,28.866667,Economic,Unaffiliated,"Not applicable","One male national INGO staff member was assaulted and injured by a group of men with machetes while walking from his home in Bukavu.
",Yes,"Focal Point"
3197,2020,1,8,MZ,Mozambique,,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Bodily assault",Ambush,"Public location",-18.25,35,Economic,Unknown,Unknown,"One male INGO national staff member was injured after being attacked by two unknown robbers outside his home.
",Yes,"Focal Point"
3053,2020,1,11,SY,"Syrian Arab Republic",Idlib,Idlib,Idlib,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shelling,Combat/Crossfire,"Project site",35.933333,36.633333,Disputed,"Host state","Syrian Armed Forces","One male national NGO staff member was wounded after the NGO centre was hit with a barrel bomb.",Yes,"Official Report"
2826,2020,1,13,CD,"DR Congo",Ituri,Mambasa,Bandibwane,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,4,0,4,0,0,4,"Bodily assault","Mob violence","Project site",1.510808,30.249844,Political,Unaffiliated,"Community members","Four Red Cross volunteers, part of a EVD response team, were attacked and assaulted by a group of community members in Bandibwane village, approx. 32kms east of Mambasa in Mambasa Territory. Official reports indicate the team were attempting to return a body to the family house in the village when rumors spread they had removed organs from the body. All four staff members were injured, 2 seriously, and all were taken to the Nyankunde Hospital, approx. 45kms West of Bunia.
",Yes,"Official Report "
2828,2020,1,13,SS,"South Sudan",Lakes,Awerial,"Yirol-Awerial road",1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,"Bodily assault",Ambush,Road,6.1266,31.1738,Economic,"Non-state armed group: Unknown","Not applicable","One UN humanitarian agency Ugandan national truck driver was assaulted and taken to a local clinic Bunagok Payam when his convoy was attacked. The convoy of 24 trucks was travelling from Juba to Warrap through Awrerial county near Awachi village, at 11:45LT when unknown armed men ambushed the trucks. The staff member was beaten and robbed, along with other trucks in the convoy.",Yes,"Official Report"
3047,2020,1,15,SY,"Syrian Arab Republic",Idlib,Idlib,Idlib,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,"Aerial bombardment",Combat/Crossfire,"Public location",35.93062,36.63393,Incidental,"Host state","Syrian Armed Forces","One male national NGO staff member was killed during Syrian regime airstrikes of an industrial area in east Idlib.
",Yes,"Official Report"
3293,2020,1,15,KE,Kenya,Kisumu,Kisumu,Kisumu,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,"Rape/sexual assault ",Raid,Office/compound,-0.083333,34.766667,Economic,Unknown,Unknown,"One female NGO staff member was sexually and killed with a knife after the NGO compound was raided by unknown criminals who stole computers.
",Yes,"Focal Point"
2827,2020,1,15,SS,"South Sudan","Central Equatoria",Juba,Juba,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,"Bodily assault","Individual attack",Road,4.859363,31.571251,Economic,Criminal,"Toronto Boys","One national INGO staff member was injured when their motorcycle was forced to crash after criminal perpetrators attempted to steal a backpack the staff member was wearing. The incident occurred near Seven Days' Roundabout by UN OCHA, and official reports indicate the perpetrators are likely associated with the Toronto Boys. The staff members minor injuries were treated at a local clinic.
",Yes,"Official Report"
2829,2020,1,17,SS,"South Sudan",Unity,Guit,Kuach,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Shooting,Raid,"Project site",9.1385,30.0665,Incidental,Unknown,Unknown,"One national NGO staff member was seriously injured when a group of armed men attacked a clinic in Kauch, Guit County. The injured staff was evacuated to Bentiu for treatment and 8 other INGO staff in the clinic were relocated from the site. Official reports indicate the suspected motive is a revenge killing.
",Yes,"Official Report"
2830,2020,1,20,CF,"Central African Republic",Nana-Grebizi,Kaga-Bandoro,"Dere/Kpakaya village",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Shooting,Ambush,Road,7.11111,19.183333,Unknown,Unknown,Unknown,"One national NGO staff member was injured when reportedly shot after their NGO vehicle was ambushed by unknown armed perpetrators near Dere/Kpakaya village, 26km south of Kaga-Bandoro on the Ndomete-Mbr
",Yes,"Official Report "
2833,2020,1,20,SS,"South Sudan",Lakes,Rumbek,"Akor Kor",0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Unknown,"Mob violence",Unknown,6.806,29.676,Incidental,Unaffiliated,Youths,"One health worker was reportedly killed, along with 3 other civilians not counted here, during a clash between youth from Meen and Wundhiot, Rumbek East, over cattle. Reports indicate the staff member was an employee of a health centre in the area, but we are unable to confirm at this time whether or not it is INGO or NNGO run.
",Yes,"Official Report "
2839,2020,1,20,IQ,Iraq,Baghdad,Baghdad,Baghdad,0,4,0,0,0,0,0,0,1,1,0,0,3,3,0,0,4,4,4,0,0,Kidnapping,Unknown,Unknown,33.333333,44.383333,Unknown,Unknown,"Unknown ","One national and three international (French) INGO staff were kidnapped in Baghdad, with no ransom demands were reported. The staff were in the capital city completing administrative tasks with authorities when the organization lost contact. All four staff were released on March 26, 2020.
",Yes,Media
3167,2020,1,24,SY,"Syrian Arab Republic",Al-Hasakah,Al-Hasakah,"Areesha Refugee Camp",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Bodily assault","Individual attack","Project site",36.16,40.46,Unknown,Unknown,Unknown,"One male INGO national guard was injured when stabbed by an unknown person in the Areesha refugee camp in, Al-Hasakah.
",Yes,"Focal Point"
3320,2020,1,24,SY,"Syrian Arab Republic",Idlib,"Maarrat Al-Numan",Tallmins,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,3,0,3,3,0,0,"Aerial bombardment",Combat/Crossfire,Office/compound,35.638611,36.671667,Disputed,"Foreign or coalition forces","Russian Syrian Military Coalition","Three NGO staff members were injured after their centre in Tallmins village was bombed by Russian Syrian coalition airstrikes.",Yes,"Focal Point"
3321,2020,1,24,SY,"Syrian Arab Republic",Idlib,"Maarrat Al-Numan","Maarrat Al-Numan",0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,0,"Aerial bombardment",Combat/Crossfire,Office/compound,35.638611,36.671667,Disputed,"Host state","Syrian Armed Forces","Two NGO staff were injured when their centre in Maarat Al-Numan was hit with a barrel bomb by the Syrian Armed Forces.",Yes,"Focal Point"
3322,2020,1,24,SY,"Syrian Arab Republic",Aleppo,"Jabel Saman","Maaret Elartiq",0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,3,0,3,3,0,0,"Aerial bombardment",Combat/Crossfire,Office/compound,36.22,37.17,Disputed,"Host state","Syrian Armed Forces","Three NGO staff members were injured after their centre in Maaret Elartiq was targetted by Syrian Forces aerial bombardment.",Yes,"Focal Point"
3323,2020,1,24,SY,"Syrian Arab Republic",Idlib,"Maarrat Al-Numan","Maarrat Al-Numan",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Aerial bombardment",Combat/Crossfire,Office/compound,35.638611,36.671667,Disputed,"Host state","Syrian Armed Forces","One NGO staff member was wounded when the Syrian Armed forces bombed their centre in Maarrat Al Numan.",Yes,"Focal Point"
3324,2020,1,24,SY,"Syrian Arab Republic",Idlib,"Maarrat Al-Numan","Maarrat Al-Numan",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Aerial bombardment",Combat/Crossfire,Office/compound,35.638611,36.671667,Disputed,"Host state","Syrian Armed Forces","One NGO staff member was injured when the NGO centre was hit with a Syrian Armed forces barrel bomb.",Yes,"Focal Point"
3255,2020,1,26,LY,"Libyan Arab Jamahiriya",West,Tripoli,Tripoli,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Bodily assault","Individual attack",Office/compound,32.887222,13.191389,Unknown,Unaffiliated,Civilians,"One male national INGO staff member was injured after being assaulted by another civilian at the INGO office in Tripoli.
",Yes,"Focal Point"
3048,2020,1,27,SY,"Syrian Arab Republic",Idlib,Ariha,Moataf,0,0,0,0,3,0,1,2,0,3,0,0,0,0,1,2,0,3,3,0,0,"Aerial bombardment",Ambush,Road,35.733333,36.7,Disputed,"Host state","Syrian Armed Forces","One male national NGO staff member was killed and two others wounded after their vehicle was hit by a Syrian regime missle in Moataf village in the Idlib countryside.",Yes,"Official Report"
3050,2020,1,29,SY,"Syrian Arab Republic",Idlib,Ariha,Ariha,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,"Aerial bombardment",Combat/Crossfire,Home,35.82,36.6,Incidental,"Foreign or coalition forces","Russian Syrian Military Coalition","One female NGO staff member was killed in her home after 3 consecutive air strikes hit the town of Ariha.
",Yes,"Official Report"
2832,2020,1,29,SS,"South Sudan",Jonglei,Duk,"Duk Poktap",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Shooting,Ambush,Road,7.45822,31.535433,Unknown,Unknown,Unknown,"One INGO staff member suffered a gunshot wound to the leg when their INGO transport convoy of 10 trucks was ambushed and fired upon by unknown armed perpetrators. The convoy was in Duk Poktap area, Duk County, when the incident occurred and the other staff members were able to escape on foot. The injured staff member was treated in Poktap.
",Yes,"Official Report "
2834,2020,1,29,PK,Pakistan,"Khyber Pakhtunkhwa",Swabi,"Parmoli area ",0,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,2,0,2,0,Shooting,"Individual attack",Unknown,34.116667,72.466667,Political,Unknown,Unknown,"A polio vaccination team, consisting of two female staff working in the Parmoli area of Swabi district, Khyber Pakhtunkhwa, were attacked and shot by unknown armed men while assisting the community. One female staff was killed immediately and the other later died in the Lady Reading Hospital in Peshawar due to her injuries.
",Yes,Media
2840,2020,1,29,SY,"Syrian Arab Republic",Idlib,Ariha,Ariha,0,4,0,0,1,0,1,4,0,5,0,0,0,0,1,4,0,5,0,1,4,"Aerial bombardment",Combat/Crossfire,"Project site",35.816667,36.6,Disputed,"Foreign or coalition forces","Russian Syrian Military Coalition","Official statements indicate Russian Syrian Military Coalition airstrikes completely destroyed an INGO supported hospital in Ariha town, Idlib governate. Four nurses were injured in the attack, and one female NGO employee was killed.",Yes,"Official Report"
3137,2020,1,30,CM,Cameroon,Northwest,Bamenda,Mankon,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,0,4,4,3,1,0,Kidnapping,Raid,Office/compound,5.933333,10.166667,Political,"Non-state armed group: Unknown","Not applicable","4 NGO staff members, 3 males and 1 female, were kidnapped from their organisation office by militants from an unknown armed group in Mankon, Bamenda. The perpetrators expressed political grievances behind the kidnapping, before releasing the staff the next day after negotiations. The staff were also seriously beaten while being held.
",Yes,"Focal Point"
3187,2020,1,30,ML,Mali,Mopti,Youwarou,Youwarou,0,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0,6,6,0,0,6,Kidnapping,Ambush,Road,15.375,-4.2625,Political,"Non-state armed group: Unknown","Not applicable","6 national INGO staff members were kidnapped by an unknown militant group in Youwarou, Mopti. Information on their whereabouts is unknown.
",Yes,"Focal Point"
3055,2020,1,31,SY,"Syrian Arab Republic",Idlib,Idlib,Saraqib,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,6,0,6,6,0,0,"Aerial bombardment",Combat/Crossfire,Office/compound,35.863611,36.800556,Political,"Foreign or coalition forces","Russian Syrian Military Coalition","6 male national NGO staff members were wounded after the NGO headquarters for eastern Idlib in Saraqib was targetted and hit by the Russian coalition airstrikes.",Yes,"Official Report"
3221,2020,2,1,ML,Mali,Mopti,Mopti,"Between Kounari and Severe",0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,2,0,0,Kidnapping,Ambush,Road,14.651944,-4.069722,Political,Unknown,Unknown,"An INGO contracted driver and his assistant were kidnapped while transporting food between Kounari and Severe. They were held for 4 days.
",Yes,"Focal Point"
3129,2020,2,2,SS,"South Sudan",Jonglei,Duk,"Between Panyagoor and Poktap",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Shooting,Ambush,Road,7.4777935,31.5149689,Unknown,Unknown,Unknown,"One INGO national staff member was shot and wounded when their aid convoy was ambushed between Panyagoor and Poktap in Jonglei.
",Yes,Media
2889,2020,2,3,SO,Somalia,Gedo,Doolow,Belet-Hawa,0,0,0,0,5,0,0,0,5,5,0,0,0,0,0,0,5,5,4,1,0,Kidnapping,Raid,"Project site",3.928611,41.876111,Unknown,"Non-state armed group: Regional","Al Shabaab","Five NGO aid workers, 4 male and 1 female, were kidnapped while distributing supplies approximately 13 km outside of Belet-Hawa, Gedo. Media reports suspect Al Shabaab due to their strong prevalence in the area. All staff were released 10 days later.
",Yes,ACLED
3325,2020,2,3,SY,"Syrian Arab Republic",Idlib,Idlib,Afs,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,0,"Aerial bombardment",Combat/Crossfire,"Public location",35.905833,36.8075,Political,"Foreign or coalition forces","Russian Syrian Military Coalition","Two NGO staff members were injured helping people trapped under rubble in Afs, Idlib when a Russian coalition double-tap airstrike targetted the same location.
",Yes,"Focal Point"
